@ident;@phi;@lambda;@alt;@theta;@length;@width;@number;@designator;Vasi.PRIMARY.@biasZ;Vasi.PRIMARY.@pitch;Vasi.SECONDARY.@biasZ;Vasi.SECONDARY.@pitch;OffsetThreshold.PRIMARY.@length;OffsetThreshold.SECONDARY.@length;RunwayDeformation.0;RunwayDeformation.
AYKZ;-0.05879454886895617;2.5054969679217334;5.2;3.416736654316766;410.251;25.0;19;;;;;;;;14.149;-3.748
AYLA;-0.11779838865000462;2.5456169383862073;1263.638;5.002597441484402;297.039;30.305;28;;;;;;;;1282.931;1244.345
AYLB;-0.0998457915265601;2.5840792783256217;31.018;5.237079633963036;871.489;45.301;29;;;;;;;;19.452;42.584
AYLC;-0.1177816528671778;2.4889021011665418;170.056;1.2007791251760702;478.83;34.612;6;;;;;;;;172.582;167.531
AYLF;-0.09647515220018846;2.514421306559116;1499.263;5.939504321121899;559.251;38.178;34;;;;;;;;1510.861;1487.666
AYLG;-0.10179730083761324;2.5324327071376747;2559.979;2.4563959369444417;666.259;31.66;14;;;;;;;;2590.101;2529.859
AYLI;-0.1571922972672791;2.490552779904889;15.552;1.6489455384480451;608.6856;31.9;9;;;;;;;;16.037;15.067
AYLL;-0.12234701642718072;2.4695296718271007;14.679;2.231355626653246;739.945;25.172;12;;;;;;;;14.011;15.348
AYLN;-0.09555036561054356;2.477807564520272;1259.373;1.7521193856360433;315.138;22.242;10;;;;;;;;1269.693;1249.055
AYLO;-0.11056062485951962;2.5594567519899956;855.541;3.8815953267416448;431.395;25.0;22;;;;;;;;867.579;843.503
AYLP;-0.1115693302818636;2.554176850476143;209.13;2.7293842815122766;574.716;34.976;15;;;;;;;;209.895;208.367
AYLR;-0.09477961259130087;2.477361807529847;977.062;5.778960558943051;507.485;33.289;33;;;;;;;;1007.343;946.781
AYLS;-0.1444638040115869;2.552964071882856;2.348;5.447922039855109;760.489;34.681;31;;;;;;;;2.781;1.915
AYLT;-0.09388605637681216;2.4742917549565013;1625.529;1.7676445082115535;430.196;37.977;10;;;;;;;;1651.451;1599.609
AYLU;-0.17769869877835565;2.595382282748744;12.11;2.2165835961966787;66.358;15.526;12;;;;;;;;16.431;7.791
AYLX;-0.09355775415313534;2.5659408028310255;16.802;0.7338811053334064;602.529;29.027;4;;;;;;;;8.818;24.786
AYLZ;-0.07037917477512476;2.4990430570942515;14.431;1.8773628863089251;439.944;25.0;10;;;;;;;;16.844;12.019
AYMA;-0.16041127295053695;2.5764887932828806;786.506;2.417237031714996;432.16;28.388;13;;;;;;;;773.376;799.636
AYMD;-0.09090944525758264;2.5444768141564094;3.3528000000000002;1.3111155941747432;1444.014;32.0;7;;384.245;0.05235987755982989;367.324;0.05235987755982989;;;5.664;1.042
AYMG;-0.11495175487628183;2.5047991052834293;556.96;5.155592305582524;516.988;32.177;29;;;;;;;;556.358;557.563
AYMH;-0.10172038645667768;2.5184986894118113;1635.784;2.1247125186978884;2186.1;27.634;12;;788.25;0.05235987755982989;;;;;1644.0912;1630.0704
AYMH;-0.1016809988503115;2.51847184974145;1635.784;1.4836316168905714;1093.843;16.29;8;;;;;;;;1638.9096000000002;1630.0704
AYMI;-0.09984766406170158;2.529363676656427;1982.791;2.484461180382361;394.4;16.617;14;;;;;;;;1970.622;1994.962
AYMK;-0.1000068529554151;2.6015296985847174;318.321;2.8804400848114327;523.247;31.872;16;;;;;;;;333.671;302.9712
AYML;-0.10962145485931937;2.4857125106311027;249.082;2.849959131155828;654.203;15.0;16;;;;;;;;244.517;253.648
AYMM;-0.11119357684736766;2.498873647279557;867.95;2.056394991067319;655.552;31.582;11;;;;;;;;853.274;882.628
AYMN;-0.10730649818065312;2.5072901231776568;1728.8256000000001;3.0160752060375184;1335.824;28.951;17;;;;;;;;1728.8256000000001;1728.8256000000001
AYMO;-0.035987433649633103;2.5730373599168272;4.8768;2.8059693290897876;1852.0;42.672000000000004;16;;627.937;0.05235987755982989;;;;;4.8768;4.8768
AYMR;-0.11105717436565679;2.4999792154337657;831.7992;1.6398424246684185;1831.737;52.965;9;;;;;;;;836.3712;827.2272
AYMS;-0.18655920737410392;2.667518406532609;8.382;4.6479118054270385;1181.533;12.741;26;;;;;;;;3.9624;12.8016
AYMU;-0.10092704013061879;2.5230001468584398;1551.939;6.048753031117558;726.941;40.719;34;;;;;;;;1545.579;1558.301
AYMV;-0.12948459958759753;2.4979458451281116;31.266;6.1973206930350715;1463.216;19.594;35;;;;;;;;31.0;31.532
AYMW;-0.12168680734967978;2.5461881552311105;1821.947;3.839058336744964;917.295;16.374;21;;;;;;;;1839.214;1804.681
AYMZ;-0.04905800396563652;2.652739181059498;16.285;5.743969325434443;467.56320000000005;50.0;33;;;;;;;;16.285;16.285
AYNA;-0.10186627449921452;2.556091314800314;1761.708;5.596539618189229;550.092;25.0;32;;;;;;;;1782.394;1741.024
AYNB;-0.1315551260619075;2.5465412607431817;1307.096;3.5655380158211214;521.759;39.933;20;;;;;;;;1321.714;1292.479
AYNC;-0.1595857131683726;2.5775754488321603;1546.084;4.094347646434175;391.881;28.95;23;;;;;;;;1560.676;1531.493
AYND;-0.025504905855988906;2.4969491258812306;4.615;2.794444047374243;1045.724;41.869;16;;;;;;;;2.923;6.309
AYNE;-0.11462155671077427;2.5255452732160255;1362.526;5.109769384203113;548.83;31.049;29;;;;;;;;1388.934;1336.119
AYNH;-0.10197296218889931;2.550144931216236;2125.564;5.704174596758495;422.682;31.188;1;;;;;;;;2125.564;2125.564
AYNJ;-0.1653468425596793;2.588835416155948;317.041;1.0946261231279653;404.211;21.336000000000002;6;;;;;;;;322.934;311.15
AYNM;-0.11138248053310727;2.5653864466046254;1733.844;5.390840348536934;458.388;31.387;30;;;;;;;;1763.673;1704.016
AYNN;-0.10193727869110983;2.5046727169636105;2343.392;1.6040719016487943;744.562;6.741;1;;;;;;;;2343.392;2343.392
AYNO;-0.11031288260863188;2.5319721103062536;1868.742;4.601331934751039;381.475;24.677;26;;;;;;;;1855.305;1882.179
AYNQ;-0.1306321125289747;2.5101721654205704;27.072;3.8050992909559853;391.469;15.0;21;;;;;;;;28.784;25.36
AYNS;-0.0999118861653814;2.580761255286167;51.127;2.898524837454748;555.926;53.566;16;;;;;;;;52.941;49.314
AYNT;-0.11733156563923815;2.5056669785081183;413.176;4.961592326972196;753.068;22.663;28;;;;;;;;408.205;418.148
AYNU;-0.06416820392611579;2.486827683330141;260.856;2.2748588309238302;715.297;58.621;13;;;;;;;;284.711;237.0
AYNW;-0.17425255532407688;2.6132671545673483;621.306;3.8376524740324824;852.838;38.203;21;;;;;;;;627.57;615.042
AYNY;-0.10891264764322516;2.5349546062572768;1691.901;2.263469859422867;349.804;15.0;12;;;;;;;;1704.486;1679.317
AYNZ;-0.11466504048776241;2.56085579321425;69.1896;1.65785013847855;2437.859;33.857;9;;;;;;;;72.5424;65.8368
AYOA;-0.06276359776148822;2.4672325081333932;105.296;0.17215086492972603;660.477;43.468;1;;;;;;;;105.344;105.249
AYOB;-0.13250540253616555;2.4665684135454735;5.546;2.3253067002881003;589.637;31.46;13;;;;;;;;6.146;4.946
AYOD;-0.11432975721901133;2.5477084040946254;1687.926;4.96410734642432;544.278;33.354;28;;;;;;;;1706.751;1669.102
AYOE;-0.10863457617471806;2.56938899827173;1757.34;0.39400409928702534;599.444;26.739;2;;;;;;;;1781.214;1733.468
AYOF;-0.09697746560355794;2.4614876327372257;140.891;1.007306934131546;631.105;34.7472;5;;;;;;;;134.785;147.0
AYOG;-0.11286265519403747;2.571984761100433;1778.724;5.376009762283962;492.338;15.349;30;;;;;;;;1765.945;1791.504
AYOH;-0.08214127605099772;2.4766302548634567;89.438;0.11428686991691706;662.277;32.984;36;;;;;;;;94.135;84.742
AYOI;-0.12284927131382704;2.54353920460216;1456.467;3.0956765316283263;517.454;25.0;17;;;;;;;;1490.278;1422.658
AYOJ;-0.09120497811628388;2.4822671864109482;1573.316;1.8919323713057978;657.834;33.0;10;;;;;;;;1591.068;1555.565
AYOK;-0.12912141554523865;2.546141341852574;1200.787;3.6599029070216242;357.479;34.16;20;;;;;;;;1187.589;1213.987
AYOL;-0.10001994314638839;2.5280471128029243;1609.292;2.6856079332137544;496.842;38.311;15;;;;;;;;1591.432;1627.153
AYOM;-0.13661363345475905;2.567044006909618;773.159;2.6665709289305517;624.722;21.101;15;;;;;;;;778.441;767.879
AYON;-0.09577408674656973;2.5238738717554456;921.817;3.025302238194037;399.934;37.714;17;;;;;;;;934.404;909.231
AYOO;-0.105905204062557;2.4933729582680666;1540.567;2.282792748637546;809.044;25.0;13;;;;;;;;1537.956;1543.178
AYOP;-0.14751336792959333;2.5693238808621857;1919.534;2.125939310629115;946.434;35.056;12;;;;;;;;1918.033;1921.035
AYOQ;-0.12690034309722745;2.506211589749553;9.493;2.18465271026498;452.705;37.585;12;;;;;;;;8.941;10.046
AYOR;-0.05797779000195668;2.475889136663385;631.957;0.9515244135486777;418.754;19.137;5;;;;;;;;627.5832;636.333
AYOU;-0.09393462525704384;2.524369836094351;1625.417;3.232437041156098;392.435;27.887;18;;;;;;;;1599.778;1651.057
AYOV;-0.0940659894488897;2.4699075104074986;449.0;3.1759639461480935;642.909;33.118;18;;;;;;;;451.251;446.74
AYOW;-0.09942642557828507;2.4913754158014525;1705.882;2.5760358137077004;610.795;15.118;14;;;;;;;;1706.919;1704.847
AYOX;-0.07263081050764801;2.4652359799566472;66.389;0.22781067141288666;593.505;33.079;1;;;;;;;;67.381;65.399
AYOZ;-0.11223784288238246;2.5323553792385622;1755.272;0.18798901230658127;500.444;30.83;1;;;;;;;;1768.528;1742.017
AYPA;-0.12363302089728595;2.4873363106879403;132.451;5.170005234545492;522.252;39.343;29;;;;;;;;127.305;137.599
AYPB;-0.09376228765563384;2.495397730516529;1883.9688;3.4212331460686793;512.0;35.513;19;;;;;;;;1887.121;1880.818
AYPC;-0.12256680523940983;2.470694224838265;14.969;0.248993435838369;743.764;22.666;1;;;;;;;;16.98;12.958
AYPD;-0.11248938286860398;2.5746408663740694;918.782;1.5402075117915186;619.464;15.499;8;;;;;;;;933.398;904.168
AYPE;-0.09504499178255224;2.4987914663935364;2226.164;0.977595705582656;1203.676;16.0;5;;;;;;;;2260.961;2191.368
AYPG;-0.1114686464079761;2.5151751033825414;1604.435;2.8655421288493343;896.196;25.0;16;;;;;;;;1614.958;1593.913
AYPI;-0.11119250013966132;2.5252113065735458;1035.438;4.003359967336281;435.407;28.867;22;;;;;;;;1044.306;1026.572
AYPJ;-0.11341813689207984;2.5047189217682257;786.322;1.5795227985219429;649.334;12.604;9;;;;;;;;785.799;786.847
AYPK;-0.08751315805144527;2.5279792568107355;58.593;3.141592653589793;585.528;15.0;19;;;;;;;;58.593;58.593
AYPN;-0.1584058521824267;2.606125040262;25.96;1.1394121967586435;914.821;30.037;6;;;;;;;;43.383;8.5344
AYPO;-0.13927382709678773;2.498782205146816;10.263;3.255079721140996;527.821;21.939;18;;;;;;;;12.085;8.442
AYPQ;-0.17010932555335495;2.6088658777507883;122.536;0.48990309999344595;629.303;45.424;2;;;;;;;;128.288;116.786
AYPR;-0.08585418554286704;2.4986297807863007;701.157;1.4836115456041734;504.013;27.85;8;;;;;;;;686.381;715.935
AYPU;-0.11300917521718455;2.513056337672207;1841.032;4.1662801698246446;545.629;27.072;23;;;;;;;;1846.223;1835.843
AYPW;-0.1339043793920241;2.498004915809595;14.026;5.620070147164617;916.681;16.074;32;;;;;;;;13.918;14.135
AYPY;-0.16478450270168127;2.5694816497500836;35.3568;2.5919699716467077;2749.79;43.575;14;L;1012.388;0.05235987755982989;1005.631;0.05235987755982989;;;31.3944;39.0144
AYPY;-0.1647540213405817;2.5694058432857734;35.3568;2.59219058126416;1308.61;30.729;14;R;;;;;;;31.6992;39.3192
AYQA;-0.08021511618442215;2.5049305650525895;20.495;2.353376132516224;1099.233;19.654;13;;;;;;;;19.035;21.956
AYQB;-0.12151489692034893;2.5419838613092023;1070.836;1.4054111958039415;547.769;33.89;8;;;;;;;;1037.248;1104.424
AYQL;-0.08332379369617558;2.461137164378812;1054.242;5.617358254572868;438.459;32.567;32;;;;;;;;1082.359;1026.127
AYQM;-0.11869137725227856;2.543182603691158;1463.16;2.869897248931836;499.577;25.0;16;;;;;;;;1443.179;1483.142
AYQO;-0.14491588080811435;2.56853171267282;1953.54;5.715404219698752;412.261;28.641;32;;;;;;;;1980.419;1926.663
AYQQ;-0.15140121901705372;2.570214138684045;1767.913;6.118709492728921;244.372;23.283;34;;;;;;;;1757.414;1778.413
AYQS;-0.10634088447325203;2.576089732637546;26.2128;5.511753792055372;355.222;10.612;1;;;;;;;;26.2128;26.2128
AYQU;-0.08134338882722078;2.5238801525503995;31.745;3.077870159000705;606.026;26.677;17;;;;;;;;27.661;35.83
AYQV;-0.06968820345625298;2.470577144578545;56.225;2.674879743367596;659.139;32.775;15;;;;;;;;58.193;54.258
AYQW;-0.08291943143572152;2.484774674812191;141.901;4.457315916989801;562.667;27.592;25;;;;;;;;143.044;140.758
AYRE;-0.17401775697235453;2.6150675112813366;23.542;2.272400185606546;869.691;47.388;12;;;;;;;;21.965;25.12
AYRF;-0.15278513952004044;2.4768171572772637;13.39;2.746026344995893;710.821;24.483;15;;;;;;;;12.876;13.905
AYRG;-0.10292717098695443;2.4656577919039506;53.755;2.656641401750105;540.742;11.077;15;;;;;;;;54.673;52.838
AYRI;-0.11333339297358405;2.5276892635351613;1117.264;5.301646344311314;862.898;52.141;30;;;;;;;;1125.798;1108.731
AYRK;-0.15383306870192573;2.55731915169703;8.587;2.687062665145292;950.0;33.585;15;;;;;;;;8.587;8.587
AYRL;-0.12043560277484416;2.5546638968664372;131.664;4.1532306920733335;474.274;20.0;19;;;;;;;;131.664;131.664
AYRM;-0.0895058455805936;2.504276340285312;1540.803;0.8427165213621941;477.0;25.0;4;;;;;;;;1558.285;1523.322
AYRN;-0.12064657311689143;2.5424797554280403;1534.199;0.4078184850363156;823.24;27.745;2;;;;;;;;1526.287;1542.112
AYRO;-0.13674377464709067;2.5574938670279583;66.098;3.3603878267515035;532.913;37.464;19;;;;;;;;72.0;60.198
AYRR;-0.11661166365243078;2.516480689498777;1351.435;1.5033103787397326;435.86400000000003;10.371;8;;;;;;;;1375.015;1327.855
AYRT;-0.07476743162077928;2.4984620484510045;14.532;2.6403574798289986;543.0;13.01;15;;;;;;;;15.22;13.846
AYRV;-0.07596246014137105;2.474696191338138;31.655;3.570909615659984;751.59;46.952;20;;;;;;;;31.0;32.308800000000005
AYRW;-0.14725556665399253;2.4698746552179958;16.224;5.02384473073233;707.792;33.366;28;;;;;;;;16.154400000000003;16.295
AYSA;-0.10654029776247309;2.4832299581561608;130.16;4.742346335264696;720.56;10.209;27;;;;;;;;130.836;129.485
AYSB;-0.12602725018083155;2.5173834074815566;23.845;3.2466462901953594;995.904;27.167;18;;;;;;;;23.499;24.191
AYSC;-0.18743354084503105;2.6481136525552884;10.625;2.5835279885877362;600.583;27.881;14;;;;;;;;8.501;12.749
AYSD;-0.09820867501408613;2.556255153822962;24.644;2.1103212318176436;1193.248;38.844;12;;;;;;;;31.647;17.642
AYSE;-0.04645064507295866;2.652818295669225;5.208;1.872912820315115;1439.683;19.788;10;;;;;;;;4.363;6.054
AYSF;-0.1674637493887743;2.5942612427729292;126.498;2.066071986558294;652.718;22.537;11;;;;;;;;129.249;123.7488
AYSG;-0.15819930570465113;2.5894324973924925;778.59;2.4426926588553335;640.962;36.035;13;;;;;;;;807.4152;749.766
AYSH;-0.09731982939581267;2.706102656311962;7.582;2.0929535302442184;684.119;25.0;11;;;;;;;;5.785;9.38
AYSI;-0.09446204818632586;2.475311459572244;1292.667;4.3211671453648535;357.374;10.485;24;;;;;;;;1269.443;1315.892
AYSJ;-0.09212645265939731;2.5227731019725375;1770.372;1.4929796876307158;782.798;5.593;8;;;;;;;;1785.373;1755.373
AYSK;-0.0894290131230705;2.5189052792088606;1901.985;2.626411950039713;360.803;19.654;15;;;;;;;;1897.717;1906.254
AYSL;-0.17391927332725826;2.6382769133679984;8.49;0.1088210519690437;985.791;29.609;36;;;;;;;;6.865;10.116
AYSM;-0.11727275633245161;2.512130080362253;1173.612;2.2169287350562605;617.839;17.83;12;;;;;;;;1152.587;1194.638
AYSN;-0.10514056604088566;2.6142637957919317;454.81;3.1246727336892595;320.758;25.0;17;;;;;;;;463.487;446.135
AYSO;-0.09276526217123474;2.474040811840856;1535.21;4.554027752435461;343.122;10.089;26;;;;;;;;1515.166;1555.255
AYSP;-0.10602706513855996;2.5623399333584533;883.512;5.973932685946739;474.678;33.843;34;;;;;;;;902.437;864.587
AYSR;-0.06924753742074383;2.500638254176803;40.123;4.718652967070097;616.81;32.218;27;;;;;;;;42.706;37.54
AYSS;-0.13302044332682467;2.49351742435423;29.092;2.5056812424939587;981.105;18.048;14;;;;;;;;34.94;23.246
AYST;-0.14229065090818016;2.4830435784917473;11.282;2.536539361800919;542.166;29.559;14;;;;;;;;10.96;11.605
AYSU;-0.14044100750882257;2.473519334210648;9.079;2.7926756797761225;634.429;33.31;16;;;;;;;;9.187;8.972
AYSV;-0.10420228549487759;2.5979889843035653;16.473;3.666507058378245;928.196;14.379;20;;;;;;;;15.131;17.815
AYSW;-0.10715354131795725;2.5705008316164326;1285.399;4.880094701149097;565.275;10.143;27;;;;;;;;1284.654;1286.146
AYSX;-0.11074503446091971;2.5759523587782303;1769.524;3.04786184050654;427.411;25.0;17;;;;;;;;1793.54;1745.509
AYSY;-0.05189656243156176;2.4771410902522772;3.052;4.598522303721178;948.218;11.384;26;;;;;;;;2.421;3.684
AYSZ;-0.11259327931059353;2.5668084888022005;1825.71;2.1409391938195297;409.531;17.662;12;;;;;;;;1837.663;1813.758
AYTA;-0.10202065916995574;2.49491084017083;1514.856;2.517826290626886;1384.549;25.0;14;;;;;;;;1500.8352;1528.8768
AYTB;-0.09214612598172729;2.4648753374906316;471.982;2.5126559272507785;1350.1;47.034;12;;;;;;;;488.5944;455.37120000000004
AYTC;-0.1469329464041356;2.494146838030884;10.74;2.033532853382275;627.034;22.359;11;;;;;;;;9.106;12.375
AYTD;-0.12776323069710238;2.524427510176708;38.126;4.433168065057983;1068.9336;11.41;25;;;;;;;;35.978;40.275
AYTF;-0.10574401974858334;2.4964070815733854;1499.471;4.8223098166752925;534.386;14.989;27;;;;;;;;1512.919;1486.025
AYTH;-0.08931178071987034;2.4682174460133424;1437.478;1.5295199881169315;669.814;30.28;8;;;;;;;;1444.874;1430.082
AYTI;-0.14584773036624593;2.5654501284038944;930.0;1.5947806413758028;923.919;51.36;9;;;;;;;;951.092;908.907
AYTL;-0.11117980201073328;2.525791784665169;1054.608;2.629528060886224;504.017;16.478;15;;;;;;;;1063.065;1046.148
AYTM;-0.08245333403232236;2.5159500520508353;36.12;2.8660302974411174;579.372;11.775;16;;;;;;;;33.371;38.871
AYTN;-0.09151675521733729;2.4812445793657365;1763.733;3.172409932192257;521.09;9.495;18;;;;;;;;1733.437;1794.03
AYTO;-0.06283940617635585;2.461814772428669;405.717;5.902506308039347;540.1;20.282;33;;;;;;;;410.237;401.199
AYTP;-0.10393890172388633;2.5580010899844017;2139.314;2.137199825897132;651.878;37.613;12;;;;;;;;2173.073;2105.5584
AYTR;-0.09327016201376838;2.482114005234147;770.139;4.006582543267164;609.073;26.891;23;;;;;;;;748.755;791.523
AYTS;-0.12338392691009298;2.55041446704539;1226.65;4.367641423621109;596.157;25.0;25;;;;;;;;1247.432;1205.869
AYTT;-0.0979913439042302;2.4616594768476037;83.26;3.4953885207944886;584.019;25.0;20;;;;;;;;82.577;83.943
AYTU;-0.09980163480725551;2.4905385252311247;1860.0;2.8860572524760517;786.251;13.547;16;;;;;;;;1860.885;1859.115
AYTV;-0.09714239498781452;2.4882606720560636;1690.156;1.8362364714137063;484.828;6.287;10;;;;;;;;1702.878;1677.435
AYTW;-0.12996487559302092;2.55004212123474;1497.0;3.523676642777888;534.554;19.861;20;;;;;;;;1522.521;1471.472
AYTX;-0.09735537245346655;2.4907048141539163;1565.749;4.75227778230732;565.388;11.074;27;;;;;;;;1548.176;1583.324
AYTZ;-0.13405315230901324;2.55779610200202;387.752;3.910681064193205;435.081;16.959;22;;;;;;;;401.695;373.809
AYUA;-0.05913636845568542;2.471117113493275;211.184;3.9177581997771167;439.764;25.0;22;;;;;;;;211.413;210.956
AYUB;-0.08522949026465838;2.4700812738663966;671.644;3.649182396624174;577.504;33.195;21;;;;;;;;682.477;660.813
AYUC;-0.12254248568926009;2.5475870716196884;1774.284;2.379031599855915;468.7824;20.962;13;;;;;;;;1804.817;1743.753
AYUD;-0.11216331013207996;2.4917654024535807;631.029;4.824130893216823;713.093;34.237;27;;;;;;;;631.965;630.094
AYUE;-0.16608628328035335;2.5928500066635665;140.797;4.583283484956166;508.791;14.020800000000001;26;;;;;;;;141.466;140.128
AYUG;-0.06349664845599204;2.492988004054131;210.879;4.416045686964218;520.918;19.562;25;;;;;;;;205.508;216.25
AYUI;-0.11748920383978767;2.71720076637946;62.098;2.8220692933077345;1110.661;36.679;15;;;;;;;;68.751;55.446
AYUL;-0.11934885945047977;2.494045822562232;236.079;3.300477654847546;666.739;34.956;18;;;;;;;;243.555;228.604
AYUN;-0.08126215591211523;2.5176726283363853;16.0;4.295729495115812;620.832;25.0;24;;;;;;;;18.239;13.762
AYUO;-0.11114461590509075;2.5480077288369882;1479.718;2.939948481921581;546.591;13.707;16;;;;;;;;1468.913;1490.525
AYUP;-0.09216569982562789;2.4703567315879353;1489.722;3.724185826833528;472.785;38.138;21;;;;;;;;1513.273;1466.171
AYUQ;-0.09612773256305177;2.5153152626378796;1236.14;2.347991617240897;605.228;25.0;13;;;;;;;;1239.127;1233.154
AYUR;-0.14907164486093943;2.4897214913355263;20.383;2.381746110441542;732.601;28.356;13;;;;;;;;18.64;22.128
AYUS;-0.14603931996957908;2.488585073164862;9.712;2.3115655485542237;661.705;26.795;13;;;;;;;;9.282;10.143
AYUT;-0.10479765219143312;2.560758827102841;1731.764;2.6605118438993283;430.914;22.966;15;;;;;;;;1744.28;1719.249
AYUU;-0.129175496700793;2.544952422477881;1142.777;3.3996849620577065;402.651;25.626;19;;;;;;;;1169.079;1116.475
AYUW;-0.0961654524428076;2.489524508440874;1566.08;2.5508850955876867;543.049;4.942;14;;;;;;;;1562.642;1569.519
AYUX;-0.12192277018419326;2.5448696954357772;1748.845;3.9439011375768893;501.438;25.525;22;;;;;;;;1774.804;1722.888
AYUY;-0.09376439425766799;2.4718003391485563;1003.195;4.686573815418441;468.053;11.25;26;;;;;;;;1015.788;990.604
AYUZ;-0.10502975877388963;2.6346729464102134;6.349;1.3555330019075222;894.497;25.0;7;;;;;;;;1.024;11.675
AYVA;-0.13567928523254807;2.5392272945252263;14.61;3.0703594836305976;1169.884;13.77;17;;;;;;;;15.508;13.713
AYVB;-0.11174605663751137;2.5729994020690636;1426.346;1.8883930181156787;489.679;16.558;10;;;;;;;;1446.756;1405.937
AYVN;-0.04699407232602787;2.466199765991728;4.724;2.2641236597606635;1757.657;27.392;12;;180.358;0.05235987755982989;471.627;0.05235987755982989;147.5232;;3.56;5.7912
AYVO;-0.11616085081712382;2.712805310026298;76.716;4.08052970021321;614.0;25.0;23;;;;;;;;81.899;71.535
AYVP;-0.11619733014234843;2.5184688146740752;608.97;1.4272087873650239;837.805;11.966;8;;;;;;;;609.356;608.586
AYVW;-0.030296015230639708;2.4929570370042287;3.317;2.711135293386349;782.654;29.674;15;;;;;;;;2.181;4.453
AYWB;-0.12198015168293443;2.5320349026513305;37.499;2.4770332336187986;762.591;6.985;14;;;;;;;;39.124;35.876
AYWD;-0.0983552242955948;2.5113938853691575;1793.1384;2.4234128792731777;1541.631;25.0;14;;;;;;;;1791.574;1794.782
AYWE;-0.1394700863346299;2.5698782760997343;640.785;2.4785239193329267;77.37;25.0;14;;;;;;;;640.9;640.67
AYWF;-0.12134102032911956;2.4898150946859103;113.645;2.311680740284855;1116.224;39.624;13;;;;;;;;120.105;107.185
AYWG;-0.1629699751878984;2.603278342119882;15.402;1.5625730334912002;1193.316;25.0;8;;;;;;;;20.34;10.464
AYWH;-0.08544325770607321;2.5363484511965133;696.011;0.9135605352580726;435.316;25.0;5;;;;;;;;695.964;696.059
AYWJ;-0.1629922934661157;2.6268962299454244;6.172;2.500710719317204;335.343;20.0;14;;;;;;;;7.395;4.951
AYWK;-0.06254772956971155;2.507495766547338;4.419;4.955138099398321;1598.404;25.722;28;;;;;;;;4.572;4.2672
AYWN;-0.06661976789502401;2.4929220830149212;78.419;2.691789540358468;494.744;14.035;15;;;;;;;;86.989;69.849
AYWO;-0.11862711418689251;2.546292650494234;1533.711;1.965369368511487;446.22720000000004;12.489;11;;;;;;;;1560.408;1507.015
AYWQ;-0.10227529469083298;2.709140236005063;8.182;0.9696018881690118;646.683;25.356;1;;;;;;;;8.182;8.182
AYWS;-0.10405501645767393;2.5690952131124942;9.108;4.591788474401134;836.229;5.816;26;;;;;;;;8.951;9.266
AYWT;-0.14915817353949193;2.5700495038339617;1574.559;2.637669323715077;869.059;8.279;15;;;;;;;;1583.079;1566.041
AYWU;-0.12819178962258754;2.560736848221618;1084.94;4.007111727096368;872.369;28.2;22;;;;;;;;1049.014;1120.866
AYWV;-0.06997376506532593;2.4873063891368257;37.74;3.7942815657191993;752.655;18.038;21;;;;;;;;37.03;38.45
